sum.taxonomy,K0512_L7,K0514_B2,K0514_E4,K0514_L7,K0515_G5,K0515_K6,K0515_L7,K0572_B2,K0611_K6,K0613_A1,K0613_B2,K0613_K6,K0613_M8,K0614_G5,K0614_T9,K0615_L7,K0616_B2,K0616_C3,K0616_G5,K0616_K6,K0617_B2,K0617_C3,K0617_E4,K0617_L7,K0618_G5,K0619_E4,K0619_M8,K0619_T9,K0712_A1,K0712_B2,K0712_K6,K0713_C3,K0714_T9,K0715_A1,K0716_B2,K0717_C3,K0717_K6,K0718_A1,K0718_B2,K0719_G5,K0719_K6,K0720_L7,K0757_A1,K0759_E4,K0773_A1,K0774_M8,K0777_G5,K0778_A1,K0779_E4,K0779_K6,K0779_T9,K0792_C3,K0832_K6,K0835_A1,K0836_G5,K0838_B2,K0713_G5
Abditibacteriota;Abditibacteria;Abditibacteriales;Abitibacteriaceae;Abditibacterium;Abditibacterium utsteinense,61,5,0,0,25,0,0,41,0,0,0,0,0,0,3,0,1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,8,0,0,14,0,5,3,3,28,0,0,0,18,0,0,0,0,0,0,0,0,1,0,0,0,0
Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;NA;Desulfobulbaceae bacterium PR2_B03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;NA;Desulfobulbaceae bacterium PR2_D04,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,167,21,1,0,0,20,0,20,48,0,12,0,0,0,0,0,13,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0
Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;NA;Desulfobulbaceae bacterium PR2_D12,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;NA;Desulfobulbaceae bacterium PR6_C04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,12,0,0,5,0,10,13,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,26,0,0,5,0,0
Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;NA;Desulfobulbaceae bacterium PR8_E06,0,0,0,0,0,0,94,0,10,22,155,68,30,65,0,0,0,0,12,33,74,0,32,64,14,14,151,0,0,0,60,0,61,30,24,20,0,10,16,0,0,63,0,0,0,18,0,0,0,58,15,19,38,86,105,9,0
Proteobacteria;Deltaproteobacteria;Desulfobacterales;NA;;,0,0,0,0,0,0,1,0,4,1,2,0,0,1,0,3,0,0,25,7,0,6,1,0,1,10,0,33,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,20,24,2,0,0,0,0,132,3,0,0,0,0
Proteobacteria;Deltaproteobacteria;Desulfobacterales;NA;NA;Desulfobacterales bacterium enrichment culture clone MS_NAP_U8,0,0,0,0,0,0,0,0,5,0,14,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,0,0
Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfohalobiaceae;Desulfonatronospira;,0,0,0,0,0,0,20,0,0,14,12,0,0,0,0,0,0,0,0,5,0,13,0,0,0,16,0,0,0,0,0,0,0,18,0,0,0,0,3,0,0,152,0,0,0,0,0,0,0,0,5,47,0,0,0,86,0
Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfohalobiaceae;Desulfonatronovibrio;Desulfonatronovibrio halophilus,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfohalobiaceae;NA;,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,4,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfomicrobiaceae;Desulfomicrobium;,0,4,0,0,0,0,190,0,5,0,43,0,1,7,1,0,0,16,3,91,23,1,30,19,9,8,12,0,94,0,26,0,0,12,29,35,0,0,2,0,0,1,1,0,0,3,0,2,0,46,0,8,34,0,5,0,0
Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfomicrobiaceae;Desulfomicrobium;Desulfomicrobium orale,0,0,69,175,0,233,2,0,0,0,0,35,0,0,124,17,0,65,0,0,0,0,0,0,0,0,0,0,10,68,4,0,0,0,60,1,0,0,0,0,0,26,0,0,0,0,0,5,0,0,0,0,2,0,0,25,0
Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfomicrobiaceae;NA;,0,0,0,0,0,16,53,0,0,21,73,49,14,23,0,0,44,0,0,57,14,9,8,39,14,17,49,2,0,0,36,0,28,0,13,16,0,0,0,0,13,0,0,0,0,54,0,0,0,202,0,70,19,29,10,17,0
Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfonatronaceae;Desulfonatronum;,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,0,1,0
Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;,0,0,0,0,4,0,94,0,52,10,91,14,31,197,11,0,11,1,14,42,91,10,29,38,9,525,70,28,5,0,11,0,28,45,12,83,0,3,3,0,23,0,5,0,102,33,8,2,24,155,56,17,23,0,22,17,0
Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio alaskensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0
Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio sp. BG6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio sp. cs3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,16,1,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio sp. F1F22,0,0,0,0,0,0,15,0,8,27,8,0,0,15,0,0,2,0,0,0,0,9,16,0,20,42,8,11,0,0,0,0,7,14,0,0,0,0,6,0,29,1,0,0,0,11,0,0,0,6,11,0,0,0,5,0,0
Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio sp. PR2_C05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,0,0
Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio sp. PR4_D12,0,13,0,0,0,0,0,0,0,0,0,0,7,13,0,0,0,0,7,0,0,0,8,11,0,0,0,0,63,0,0,0,0,0,0,0,6,15,20,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio sp. PR7_E12,0,19,0,0,0,0,0,0,0,0,0,0,14,0,0,8,0,0,10,0,28,0,0,21,0,0,0,26,0,0,0,0,0,0,0,0,0,36,14,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;NA;,0,13,0,0,0,2,0,0,0,1,8,29,0,4,0,0,11,0,0,0,16,1,0,0,0,18,8,1,6,33,2,0,0,0,0,0,0,14,7,0,0,35,10,0,0,5,0,0,1,13,11,0,5,0,0,40,0
Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;NA;Desulfovibrionaceae bacterium enrichment culture clone SB-6,0,0,0,0,0,0,0,0,4,6,0,0,0,7,0,0,0,0,0,0,0,0,1,0,1,371,5,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,4,0,16,8,0,0,0,0,0
Proteobacteria;Deltaproteobacteria;Desulfovibrionales;NA;;,0,3,0,0,0,0,14,0,0,19,8,5,8,7,1,0,1,0,4,5,13,21,25,4,14,35,1,5,0,0,14,0,7,29,6,2,0,6,2,10,5,0,2,0,5,15,2,1,12,6,21,4,68,0,0,70,0
Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Desulfuromonas;,0,189,0,0,0,0,162,0,0,0,7,0,0,0,0,0,0,20,0,46,0,0,0,0,4,20,0,13,119,32,126,0,0,0,65,30,16,0,30,0,0,195,0,0,0,0,0,36,0,0,0,46,31,0,8,0,0
Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Desulfuromonas;Desulfuromonas michiganensis,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,21,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;NA;,0,26,0,46,2,116,81,0,4,1,0,23,0,6,1,1,0,0,9,21,4,2,15,0,0,2,0,7,113,881,154,0,12,142,316,252,21,16,86,0,0,179,3,0,22,0,6,45,0,0,0,1,1,0,1,6,0
Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Pelobacter;,0,1,0,0,0,92,46,0,2,3,1,122,0,0,0,0,3,0,1,0,1,2,5,0,0,1,1,0,220,84,504,0,0,55,71,52,6,35,0,0,0,621,1,0,2,0,0,0,0,0,0,1,0,0,1,71,0
Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Pelobacter;Pelobacter sp.,0,0,0,1,0,0,0,0,0,0,0,20,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,22,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Pelobacter;Pelobacter sp. enrichment culture clone SB3-90,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter;,0,575,1,2,37,14,497,0,5,51,21,218,65,545,2,7,8,179,124,184,26,34,425,119,117,51,199,153,213,44,214,0,112,612,109,110,29,130,170,1,48,387,28,0,333,71,17,53,40,29,52,111,33,0,84,10,0
Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter;Geobacter sp. enrichment culture,0,7,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,10,0,0,0,28,14,0,11,8,14,37,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,12,0,18,0,0,26,0,0,0,0,0
Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter;Geobacter sp. Ply1,0,0,0,0,0,0,8,0,0,0,0,0,0,22,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;NA;,0,66,0,0,2,0,0,0,0,0,2,1,0,18,0,0,0,33,44,0,23,19,69,0,9,2,3,4,5,0,4,0,1,0,4,2,0,1,0,0,38,2,0,0,24,30,0,29,18,6,0,31,125,48,1,0,0
Proteobacteria;Deltaproteobacteria;Desulfuromonadales;NA;;,0,127,49,8,30,146,83,4,1,38,18,296,34,71,3,12,32,28,1,104,123,3,40,10,30,0,90,20,20,68,338,0,5,74,183,123,66,202,158,0,5,95,8,0,143,38,33,245,12,0,64,31,182,0,53,638,0
Proteobacteria;Deltaproteobacteria;Myxococcales;Anaeromyxobacteraceae;Anaeromyxobacter;,0,0,0,0,0,0,0,0,0,0,0,2,26,48,0,0,8,5,32,0,0,1,1,0,0,0,0,4,3,0,3,0,1,50,0,0,6,13,0,10,3,0,13,0,1,35,0,0,0,0,33,0,0,0,0,0,0
Proteobacteria;Deltaproteobacteria;Myxococcales;Anaeromyxobacteraceae;Anaeromyxobacter;Anaeromyxobacter dehalogenans,0,2,0,0,0,0,4,0,6,1,17,6,4,29,0,0,0,0,0,10,6,4,56,13,0,0,12,11,0,0,0,0,10,15,0,8,19,9,22,5,5,0,10,0,72,0,0,0,0,1,16,0,6,0,12,0,0
Proteobacteria;Deltaproteobacteria;Myxococcales;Anaeromyxobacteraceae;Anaeromyxobacter;Anaeromyxobacter sp. Fw109-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,34,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
Proteobacteria;Deltaproteobacteria;Myxococcales;Archangiaceae;Cystobacter;,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proteobacteria;Deltaproteobacteria;Myxococcales;Archangiaceae;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,3,0,7,0,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proteobacteria;Deltaproteobacteria;Myxococcales;Archangiaceae;Stigmatella;Stigmatella erecta,0,0,0,0,0,0,0,0,5,34,0,0,0,0,0,0,6,0,0,0,0,4,0,0,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,19,0,0
Proteobacteria;Deltaproteobacteria;Myxococcales;Kofleriaceae;Haliangium;,29,0,0,24,4,19,0,7,0,36,0,17,14,0,12,0,0,1,0,0,0,0,1,0,0,0,1,0,24,3,1,26,0,0,0,14,11,4,3,0,0,0,0,3,9,0,0,8,0,0,8,0,0,0,0,0,0
Proteobacteria;Deltaproteobacteria;Myxococcales;Kofleriaceae;Haliangium;Haliangium ochraceum,0,0,0,9,0,0,28,0,1,9,7,0,0,0,6,0,1,208,0,0,0,1,1,0,0,0,15,25,0,0,0,0,10,32,0,20,0,0,9,0,0,0,0,0,0,3,0,0,0,0,20,0,0,0,10,0,0
Proteobacteria;Deltaproteobacteria;Myxococcales;Kofleriaceae;Haliangium;Haliangium tepidum,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,1,0,1,4,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,33,0,0,0,0,0,6,0,0,0,0,1,0
Proteobacteria;Deltaproteobacteria;Myxococcales;Kofleriaceae;Kofleria;,0,0,0,0,3,0,0,1,0,0,0,0,0,8,0,60,0,0,0,9,0,0,0,0,0,1,5,0,4,0,0,0,0,0,0,1,0,4,0,21,0,0,0,1,0,0,0,0,0,0,8,0,17,0,0,0,0
Proteobacteria;Deltaproteobacteria;Myxococcales;Kofleriaceae;Kofleria;Kofleria flava,0,0,22,0,0,0,10,37,0,0,40,0,2,11,12,230,0,146,18,3,0,0,0,0,0,1,0,0,85,0,0,0,0,0,13,0,4,33,29,1,0,0,0,0,16,0,0,6,0,0,20,0,0,0,0,0,0
Proteobacteria;Deltaproteobacteria;Myxococcales;Kofleriaceae;NA;,0,1,9,15,14,17,9,0,0,13,5,24,9,17,51,10,14,37,12,0,0,0,47,0,13,4,20,21,33,17,0,7,17,6,22,8,9,0,34,46,7,0,0,0,0,19,10,2,17,0,0,66,20,0,12,0,0
Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Corallococcus;,19,0,0,0,15,0,4,0,0,0,2,0,0,1,0,0,0,0,8,0,13,3,0,0,0,0,0,0,1,0,4,1,0,37,0,0,26,20,62,29,0,0,0,131,0,0,1,0,0,0,1,0,0,541,0,0,0
Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Myxococcus;,16,0,0,0,3,4,0,35,0,0,0,0,0,58,0,3,0,0,0,0,7,0,0,0,0,0,10,0,0,0,0,43,7,0,0,0,0,0,0,12,0,0,0,45,8,0,0,0,0,0,0,0,0,0,0,0,0
Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;NA;,35,27,49,1,90,0,16,26,6,1,8,0,32,53,2,0,1,0,0,0,4,4,30,26,0,42,29,0,6,0,0,127,42,1,0,0,13,0,0,17,3,0,0,0,1,37,1,0,0,8,11,0,42,0,4,2,0
Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Pyxidicoccus;Pyxidicoccus fallax,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proteobacteria;Deltaproteobacteria;Myxococcales;NA;;,262,507,37,231,562,75,412,740,195,232,89,244,1002,560,78,539,130,391,525,120,318,148,350,407,205,325,346,562,214,205,352,633,235,362,190,368,225,260,738,821,106,338,247,1706,883,540,205,304,513,168,416,557,304,684,200,329,0
Proteobacteria;Deltaproteobacteria;Myxococcales;NA;Enhygromyxa;,0,20,10,2,11,1,10,28,0,0,0,0,0,2,57,18,0,0,25,0,4,0,0,3,0,0,2,0,5,33,9,0,0,0,4,0,0,12,26,0,2,0,0,39,66,0,0,2,0,0,0,12,0,0,0,1,0
Proteobacteria;Deltaproteobacteria;Myxococcales;NA;NA;Cystobacterineae bacterium enrichment culture clone CTBE CDB1001F03,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proteobacteria;Deltaproteobacteria;Myxococcales;NA;NA;myxobacterium AT1-01,0,0,0,0,40,0,7,38,21,0,17,0,7,6,126,0,0,2,4,15,15,1,14,17,0,0,0,12,1,0,25,309,0,0,0,0,0,0,3,0,0,0,0,19,1,0,0,20,13,12,2,0,0,0,13,32,0
Proteobacteria;Deltaproteobacteria;Myxococcales;NA;NA;myxobacterium AT3-03,8,24,0,0,52,0,16,25,5,2,0,0,40,63,0,8,0,16,51,8,33,13,41,25,0,10,48,20,15,0,0,0,8,28,0,12,0,12,77,24,12,22,0,26,65,13,5,13,6,3,3,41,16,1,3,7,0
Proteobacteria;Deltaproteobacteria;Myxococcales;NA;NA;myxobacterium KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,123,0,0,0,0
Proteobacteria;Deltaproteobacteria;Myxococcales;NA;NA;myxobacterium SIBN-17,0,0,3,0,18,0,0,0,0,0,0,0,0,1,6,0,0,28,0,0,1,0,0,0,12,0,0,6,1,0,0,0,0,0,3,0,0,65,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,33,0
Proteobacteria;Deltaproteobacteria;Myxococcales;NA;NA;myxobacterium SMH-27-4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,20,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proteobacteria;Deltaproteobacteria;Myxococcales;NA;NA;Myxococcales bacterium 3-6/E2,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0
Proteobacteria;Deltaproteobacteria;Myxococcales;NA;NA;Myxococcales bacterium enrichment culture clone 11380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,6,0,0,10,0,0,0,0,0,13,0,0,6,0,0,0,0,0,0
Proteobacteria;Deltaproteobacteria;Myxococcales;NA;NA;Myxococcales bacterium Gsoil 473,4,0,0,0,27,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Proteobacteria;Deltaproteobacteria;Myxococcales;NA;NA;Sorangiineae bacterium 706,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,9,0,0,0,0,0,0
Proteobacteria;Deltaproteobacteria;Myxococcales;NA;NA;Sorangiineae bacterium HB-1,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proteobacteria;Deltaproteobacteria;Myxococcales;NA;NA;Sorangiineae bacterium MSr9495,10,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proteobacteria;Deltaproteobacteria;Myxococcales;NA;NA;Sorangiineae bacterium SBCm007,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proteobacteria;Deltaproteobacteria;Myxococcales;Nannocystaceae;Nannocystis;,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,10,0,0,11,0,0,2,0,0,0,0,4,0
Proteobacteria;Deltaproteobacteria;Myxococcales;Phaselicystidaceae;Phaselicystis;Phaselicystis flava,0,0,3,6,0,0,0,0,0,1,0,0,0,0,0,1,0,15,0,0,15,0,1,0,0,11,2,0,0,21,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Aetherobacter;,0,0,0,0,0,0,8,23,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Aetherobacter;Aetherobacter rufus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0
Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Byssovorax;Byssovorax cruenta,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Chondromyces;,14,0,0,8,0,0,5,26,4,0,0,18,45,19,0,12,3,0,40,0,9,12,57,45,0,391,4,14,6,0,16,0,11,56,0,2,0,0,49,0,2,16,8,1,1,0,0,6,53,14,4,10,0,0,5,30,0
Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Chondromyces;Chondromyces apiculatus,0,0,0,0,22,0,0,0,0,0,0,0,22,30,0,0,0,40,0,0,0,0,23,17,0,0,0,0,0,0,0,0,0,0,0,0,22,11,12,0,0,0,0,0,81,11,0,0,0,0,9,0,0,0,0,0,0
Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Chondromyces;Chondromyces crocatus,0,0,0,6,0,0,12,0,0,0,0,0,0,8,0,0,0,14,0,2,0,0,0,22,0,0,18,0,0,0,0,0,18,0,0,3,0,14,7,0,0,0,0,0,2,0,0,0,12,0,0,20,0,0,0,0,0
Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Chondromyces;Chondromyces lanuginosus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Jahnella;Jahnella thaxteri,0,7,0,0,1,0,0,2,18,0,14,0,4,0,38,0,0,0,1,0,0,0,9,0,0,0,0,9,0,0,0,4,0,1,0,0,0,0,14,0,0,0,30,2,1,0,7,12,0,0,2,0,2,1,0,0,0
Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;NA;,3,99,8,25,59,0,23,106,18,13,2,39,66,35,5,73,19,44,93,29,36,0,27,157,12,49,38,46,1,24,17,9,19,28,90,1,30,58,195,0,5,51,0,193,218,4,11,38,23,10,59,12,29,0,12,60,0
Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Polyangium;,0,0,0,0,0,0,20,0,0,0,0,0,0,31,0,29,0,20,0,0,66,9,0,0,56,0,0,0,26,0,15,0,2,12,0,43,0,10,36,0,0,0,0,0,0,16,0,8,0,0,0,0,5,0,0,18,0
Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Polyangium;Polyangium sp.,0,13,0,0,12,0,6,14,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,4,0,0,0,11,0,0,2,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
