sum.taxonomy,K0601_B2,K0601_C3,K0601_E4,K0601_G5,K0601_K6,K0601_L7,K0601_M8,K0601_T9,K0603_A1,K0603_B2,K0603_E4,K0603_G5,K0603_K6,K0603_L7,K0603_M8,K0603_T9,K0605_T9,K0607_A1,K0607_B2,K0607_C3,K0607_E4,K0607_G5,K0607_K6,K0607_L7,K0607_M8,K0607_T9,K0608_B2,K0608_E4,K0608_K6,K0608_L7,K0608_M8,K0608_T9,K0609_A1,K0609_B2,K0609_C3,K0609_E4,K0609_G5,K0609_K6,K0609_L7,K0609_M8,K0609_T9,K0612_G5,K0614_M8,K0760_B2,K0840_E4
Abditibacteriota;Abditibacteria;Abditibacteriales;Abitibacteriaceae;Abditibacterium;Abditibacterium utsteinense,2,0,0,2,0,2,0,0,0,0,0,0,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,26,27,0,0,0,0,114,0,0
Mucoromycota;Glomeromycetes;Diversisporales;Diversisporaceae;Diversispora;Diversispora spurca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Mucoromycota;Glomeromycetes;Diversisporales;Diversisporaceae;Diversispora;Diversispora versiformis,23,0,0,0,0,8,79,0,30,0,0,43,0,67,0,0,0,0,28,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,81,51,0,0,0
Mucoromycota;Glomeromycetes;Diversisporales;Diversisporaceae;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0
Mucoromycota;Glomeromycetes;Glomerales;Claroideoglomeraceae;Claroideoglomus;Claroideoglomus etunicatum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mucoromycota;Glomeromycetes;Paraglomerales;Pervetustaceae;Pervetustus;Pervetustus simplex,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,5,168,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,20,8,0,0,0
Mucoromycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Mortierella;,2,24,0,0,0,0,0,0,5,0,6,0,0,0,4,56,0,0,0,25,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,13,14,0,22,8,0,0,0,0
Mucoromycota;Mucoromycetes;Mucorales;Mucoraceae;Mucor;,0,0,24,10,0,0,0,0,0,0,0,0,0,23,1,0,0,0,6,41,2,0,0,1,0,1,0,0,4,0,0,0,0,2,0,0,19,4,0,0,0,0,0,20,1
Mucoromycota;Mucoromycetes;Mucorales;Mucoraceae;Mucor;Mucor circinelloides,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nitrospinae;Nitrospinia;Nitrospinales;Nitrospinaceae;Nitrospina;,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Candidatus Magnetobacterium;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,21,9,0,0,0,0,4,0,2,6,0,0,0,0,0,0,0,1,0
Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Candidatus Magnetobacterium;Magnetobacterium sp. enrichment culture clone D2CL_Bac_16S_Clone7,7,24,0,0,0,0,36,0,0,0,0,0,0,0,0,0,6,0,21,0,1,64,36,0,0,1,2,72,69,0,1,0,53,1,31,52,0,0,0,10,0,9,0,1,0
Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;NA;,31,0,0,0,0,21,178,0,0,27,2,0,2,0,0,0,137,0,272,25,113,125,40,22,0,286,184,148,138,0,51,0,92,0,57,385,0,0,10,35,0,62,0,157,0
Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Nitrospira;,135,0,0,0,0,88,10,0,1,16,1,0,0,45,0,0,0,0,8,0,128,1,18,21,0,74,4,8,0,30,0,0,8,0,49,0,12,24,1,0,12,14,6,386,0
Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Nitrospira;Nitrospira sp. enrichment culture clone LPTV-S11,0,0,0,2,0,0,0,0,0,0,9,0,0,0,0,14,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,21
Nitrospirae;Nitrospira;Nitrospirales;unknown;;,0,0,0,0,0,0,159,0,0,18,0,0,0,0,0,0,165,0,108,0,10,8,3,0,0,0,27,15,31,0,0,0,14,0,0,114,0,0,0,0,0,0,0,2,0
Olpidiomycota;Olpidiomycetes;Olpidiales;Olpidiaceae;Olpidium;Olpidium brassicae,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0
Planctomycetes;Candidatus Brocadiae;Candidatus Brocadiales;Candidatus Brocadiaceae;Candidatus Kuenenia;Candidatus Kuenenia sp.,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,24,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
Planctomycetes;Candidatus Brocadiae;Candidatus Brocadiales;Candidatus Brocadiaceae;Candidatus Kuenenia;Candidatus Kuenenia stuttgartiensis,82,0,0,0,0,3,22,0,0,9,51,21,0,9,0,5,40,0,33,11,42,38,35,30,0,12,43,33,17,0,29,0,40,0,36,53,6,0,33,0,19,7,0,48,0
Planctomycetes;Candidatus Brocadiae;Candidatus Brocadiales;Candidatus Brocadiaceae;Candidatus Scalindua;Candidatus Scalindua marina,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,22,0,3,0,0,11,7,0,0,0,0,0,3,0,0,0,4,0,0,0,0,7,0,0,0
Planctomycetes;Candidatus Brocadiae;Candidatus Brocadiales;Candidatus Brocadiaceae;NA;,19,0,0,0,0,1,1,0,0,0,37,1,0,5,0,0,9,0,18,0,44,7,3,3,0,24,2,15,0,0,0,0,11,0,4,10,0,0,3,1,11,9,0,32,3
Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Algisphaera;Algisphaera agarilytica,17,17,0,23,0,22,2,141,6,9,52,22,0,31,0,1,2,77,0,0,0,15,7,2,0,9,4,3,6,0,19,0,12,12,22,0,0,0,19,16,18,14,0,0,64
Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;NA;,0,0,0,8,0,0,0,96,0,0,4,11,0,1,10,2,0,4,0,0,0,0,0,30,172,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,48
Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Phycisphaera;Phycisphaera mikurensis,0,0,0,0,0,0,0,6,8,0,17,12,0,25,0,6,2,0,0,0,0,3,0,15,0,1,4,0,0,0,0,0,0,5,1,0,2,0,0,0,15,0,0,0,12
Planctomycetes;Phycisphaerae;Phycisphaerales;unknown;;,122,4,0,0,9,24,16,0,2,0,9,5,2,13,0,0,6,0,23,3,64,10,4,21,0,15,5,10,16,0,0,0,3,0,13,32,0,0,84,13,45,73,0,63,8
Planctomycetes;Phycisphaerae;Sedimentisphaerales;Sedimentisphaeraceae;Sedimentisphaera;,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,68,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Planctomycetes;Phycisphaerae;Tepidisphaerales;Tepidisphaeraceae;Tepidisphaera;Tepidisphaera mucosa,0,6,0,0,0,0,0,0,6,0,0,5,0,2,5,0,0,0,0,0,0,23,2,6,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,20,0,0
Planctomycetes;Phycisphaerae;unknown;unknown;NA;,8,0,0,0,0,0,64,0,2,18,0,0,0,0,0,0,41,0,32,3,5,13,15,0,0,0,37,10,23,0,48,0,6,0,21,19,0,0,1,77,5,12,0,1,0
Planctomycetes;Phycisphaerae;unknown;unknown;NA;Phycisphaerae bacterium ST-NAGAB-D1,1,0,0,0,0,1,23,0,0,42,4,0,0,0,0,0,17,0,46,7,0,11,14,0,0,2,21,19,5,0,1,0,11,0,5,42,5,0,0,5,0,4,0,0,2
Planctomycetes;Planctomycetia;Planctomycetales;Gemmataceae;Gemmata;,54,44,0,0,35,59,3,0,1,19,7,109,0,101,0,0,0,0,1,0,64,11,34,53,0,8,1,2,3,11,7,20,25,28,34,0,24,33,162,22,22,21,8,43,0
Planctomycetes;Planctomycetia;Planctomycetales;Gemmataceae;Gemmata;Gemmata sp. 28IL,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0
Planctomycetes;Planctomycetia;Planctomycetales;Gemmataceae;Gemmata;Gemmata sp. Br1-2,0,0,0,0,0,5,0,0,12,8,0,0,0,18,0,0,0,0,0,0,3,0,3,15,0,12,0,0,0,0,0,0,3,15,1,0,5,0,19,0,0,3,0,92,0
Planctomycetes;Planctomycetia;Planctomycetales;Gemmataceae;Gemmata;Gemmata sp. Io1-6,1,0,0,0,0,17,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,8,0,0,0,0,0,3,2,0,0,5,0,0,0,0,0,0
Planctomycetes;Planctomycetia;Planctomycetales;Gemmataceae;Gemmata;Gemmata sp. Wa1-6,1,0,0,0,0,1,0,0,0,0,0,37,0,23,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0
Planctomycetes;Planctomycetia;Planctomycetales;Gemmataceae;NA;,96,37,31,0,77,46,0,0,19,9,22,93,82,62,0,1,0,0,1,0,84,10,17,17,191,7,5,6,8,2,8,0,16,33,25,0,17,0,107,48,15,50,0,73,0
Planctomycetes;Planctomycetia;Planctomycetales;Isosphaeraceae;Isosphaera;Isosphaera pallida,0,0,0,0,0,0,0,0,0,0,0,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Planctomycetes;Planctomycetia;Planctomycetales;Isosphaeraceae;NA;,0,58,6,1,68,14,0,9,8,13,34,241,27,10,27,32,0,29,0,11,0,0,11,16,0,7,4,0,10,21,9,120,8,60,32,0,47,27,43,58,8,7,17,2,78
Planctomycetes;Planctomycetia;Planctomycetales;Isosphaeraceae;NA;Isosphaeraceae bacterium GM2012,0,0,0,28,0,0,0,0,0,0,0,24,0,0,30,0,0,36,0,0,0,0,0,0,0,0,0,0,0,15,0,16,0,0,1,0,10,37,0,0,0,0,0,0,0
Planctomycetes;Planctomycetia;Planctomycetales;Isosphaeraceae;Paludisphaera;Paludisphaera borealis,0,0,23,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Planctomycetes;Planctomycetia;Planctomycetales;Isosphaeraceae;Singulisphaera;Singulisphaera sp. Io3-4,1,1,11,0,3,0,0,0,5,8,0,0,14,0,0,0,0,0,0,0,0,18,5,0,0,0,2,0,0,0,0,0,4,25,1,0,0,0,5,0,0,0,0,2,0
Planctomycetes;Planctomycetia;Planctomycetales;Isosphaeraceae;Tundrisphaera;Tundrisphaera lichenicola,0,21,0,9,1,0,0,0,0,16,11,1,0,0,10,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,7,0,0,2,0,0,10,0,0,0,0,0
Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Bythopirellula;Bythopirellula goksoyri,9,0,0,0,0,12,9,0,0,0,10,69,0,54,0,0,0,0,6,44,0,17,0,36,0,24,0,0,5,3,0,0,7,0,0,0,0,0,0,0,0,8,0,0,0
Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Gimesia;Gimesia maris,0,0,0,0,0,22,0,0,7,0,11,2,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,19,0,11,0,11,1,0,1,0
Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;NA;,821,965,65,131,509,806,72,257,487,196,927,973,92,1383,505,602,38,178,56,51,357,513,342,247,1756,465,60,95,109,58,81,96,281,1151,491,103,443,153,567,265,932,681,19,547,478
Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;NA;Planctomycetaceae bacterium,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,14,0,23,0,1,0
Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;NA;planctomycete DDD3G8,0,0,0,0,0,0,0,0,0,0,0,78,0,2,1,10,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,12,1,0,0,31,0,0,0,0
Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;NA;planctomycete DDSW1318,0,1,0,7,0,8,0,0,0,0,46,7,0,2,6,22,0,2,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,0,0,4
Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;NA;planctomycete GMD15D02,0,5,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,6,0,0,0,0,0
Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;NA;planctomycete GMD21C08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;NA;planctomycete MS1316,41,13,4,0,2,61,0,0,11,7,1,0,0,48,0,0,0,0,0,2,8,7,5,9,0,25,2,0,2,0,0,0,18,0,0,10,0,0,9,0,31,0,0,2,0
Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;NA;planctomycete MS1399,0,31,3,0,50,0,0,0,11,0,34,32,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,19,9,56,12,0,0,0,13,0,10,14,0,0,0
Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;NA;planctomycete str. 292,4,17,0,0,19,9,0,0,4,0,42,0,0,15,0,0,0,0,0,14,0,0,0,0,0,4,0,0,1,0,0,7,0,15,21,3,0,0,0,0,7,11,0,0,1
Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;NA;planctomycete WWH14,0,0,10,0,0,0,0,0,0,26,0,0,13,0,0,0,0,0,1,0,0,9,21,0,0,0,20,0,0,19,22,0,0,22,16,0,6,24,0,1,0,0,12,0,0
Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Pirellula;Pirellula sp.,4,283,0,0,115,15,0,1,45,0,26,59,0,48,0,21,0,0,5,0,0,14,24,32,0,0,7,0,0,3,13,12,13,93,44,0,14,0,51,42,16,35,0,1,0
Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Planctomyces;,0,0,7,0,9,4,0,0,1,0,18,0,0,55,0,0,0,0,0,0,0,8,1,2,0,0,0,0,0,0,0,0,0,35,7,0,2,0,0,0,18,3,0,2,13
Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Planctomyces;Planctomyces sp.,9,5,0,0,0,4,0,0,0,0,36,91,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,3,2,1,0,0,45,0,13,12,0,0,5
Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Planctomyces;Planctomyces sp. FF15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Planctopirus;,0,4,1,0,4,0,0,0,0,4,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Rhodopirellula;,14,43,0,0,0,16,0,15,45,0,0,107,0,48,0,0,0,0,0,0,0,46,35,19,0,59,0,0,5,0,0,0,25,60,30,0,0,0,9,0,30,26,0,0,24
Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Rhodopirellula;Rhodopirellula sp.,22,32,0,0,0,0,0,0,11,0,3,32,7,8,0,0,0,0,0,0,0,25,0,8,0,0,0,0,0,0,0,0,15,19,19,4,0,0,0,0,0,0,0,0,15
Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Rhodopirellula;Rhodopirellula sp. enrichment culture clone Y125,26,36,0,0,4,2,0,0,18,11,3,18,4,68,0,0,5,0,0,0,17,12,28,27,0,12,11,8,0,0,7,0,4,52,36,1,0,0,11,18,19,21,0,0,0
Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Roseimaritima;Roseimaritima ulvae,1,1,0,13,0,0,0,0,0,0,0,0,0,6,110,10,0,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,62,2,0,0,0,0,0,0,7
Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Rubinisphaera;,0,0,0,0,0,0,0,0,0,0,13,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,7,0,0,4
Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Rubinisphaera;Rubinisphaera brasiliensis,6,0,0,0,0,0,0,0,0,0,29,15,0,12,0,18,0,0,0,0,0,0,0,0,143,7,0,0,0,0,0,2,4,0,3,0,0,0,2,0,14,0,0,1,1
Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Rubinisphaera;Rubinisphaera sp.,10,0,0,0,0,0,0,0,0,0,3,41,0,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,4,2,0,0,0,0,0,11,1,0,0,0
Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Thermostilla;Thermostilla marina,0,0,0,0,0,3,0,0,8,0,0,21,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,13,0,0,0,0,0,0,0,0,0,16,0
Planctomycetes;Planctomycetia;Planctomycetales;unknown;;,990,724,24,30,689,636,345,29,638,724,1050,1091,287,1124,129,325,213,46,310,138,541,361,688,320,1122,359,392,239,328,424,437,107,403,543,759,362,492,491,1539,756,376,843,415,877,126
Planctomycetes;Planctomycetia;Planctomycetales;unknown;;Nostocoida limicola III,12,19,3,0,0,0,0,0,0,6,0,0,27,0,0,0,0,0,5,19,0,0,6,0,0,0,5,0,15,0,6,0,0,0,8,0,0,1,18,3,0,0,7,6,0
Planctomycetes;Planctomycetia;Planctomycetales;unknown;;Planctomycete enrichment culture,11,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,27,0,8,0,0,0,0,0,0,8,0,0,33,0,14,0,7,18,0,0,0,0,9,9,0,29,0
Planctomycetes;Planctomycetia;Planctomycetales;unknown;NA;metal-contaminated soil clone K20-02,0,6,0,0,0,0,18,0,0,0,6,0,0,0,0,0,15,0,9,0,0,7,0,0,0,1,0,0,12,0,0,0,4,0,0,6,0,0,9,0,0,0,0,1,0
Planctomycetes;Planctomycetia;Planctomycetales;unknown;NA;metal-contaminated soil clone K20-75,6,2,0,0,13,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,10,0,0,1,0,0,0
Planctomycetes;Planctomycetia;Planctomycetales;unknown;NA;metal-contaminated soil clone K20-96,70,15,0,0,21,83,0,0,7,0,0,0,0,30,0,0,0,0,0,1,49,1,9,11,0,29,0,0,0,0,0,0,7,19,6,2,0,0,41,1,0,32,0,10,0
Planctomycetes;Planctomycetia;Planctomycetales;unknown;NA;Nostocoida limicola III,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,4,0,0
Planctomycetes;Planctomycetia;Planctomycetales;unknown;NA;Planctomycetales bacterium Ellin7224,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,6,3,0,0,0
Planctomycetes;Planctomycetia;Planctomycetales;unknown;NA;Planctomycete enrichment culture,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Planctomycetes;Planctomycetia;Planctomycetales;unknown;NA;Planctomycete enrichment culture clone B418,0,0,0,0,0,2,35,3,2,30,1,0,0,3,0,9,123,1,26,0,11,112,19,3,0,58,31,82,73,0,10,0,80,0,23,13,0,0,15,1,0,22,0,2,37
Planctomycetes;Planctomycetia;Planctomycetales;unknown;NA;Planctomycete enrichment culture clone B419,25,2,0,0,0,1,12,0,0,0,12,12,7,1,0,0,3,0,5,13,6,3,12,2,0,15,0,0,3,0,2,0,0,19,6,0,0,0,6,0,0,4,0,2,0
Planctomycetes;Planctomycetia;Planctomycetales;unknown;NA;Planctomycete enrichment culture clone E10,8,3,0,0,7,0,0,0,4,0,11,28,0,56,0,0,0,0,0,0,0,0,0,19,0,28,0,0,0,0,0,0,0,11,3,0,0,0,8,0,23,37,0,2,0
Planctomycetes;Planctomycetia;Planctomycetales;unknown;NA;planctomycete enrichment culture clone LiUU-12-2,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,12,13,0,0,0,12,1,16,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0
Planctomycetes;Planctomycetia;Planctomycetales;unknown;NA;Planctomycete enrichment culture clone phylotype P12,33,17,0,0,4,8,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,18,5,0,0,7,3,0,4,9,10,0,0,0,73,17,0,12,0,0,0
Planctomycetes;Planctomycetia;Planctomycetales;unknown;NA;unidentified planctomycete,9,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,2,0,0,0,0,0,12,2,0,0,0,0,0,40,17,0,0,0
Planctomycetes;Planctomycetia;unknown;unknown;NA;,234,17,0,11,28,64,36,0,30,25,45,23,8,135,32,55,18,9,35,11,108,20,24,21,0,13,13,15,10,246,21,0,33,53,37,35,153,171,324,41,55,102,181,517,0
Planctomycetes;Planctomycetia;unknown;unknown;NA;Planctomycetia bacterium,44,30,0,0,10,4,0,0,5,3,6,161,0,9,0,7,0,0,0,0,32,0,6,0,0,9,0,0,6,1,17,1,9,8,5,3,11,0,34,46,18,0,0,65,0
Planctomycetes;unknown;unknown;unknown;;,157,28,0,7,0,73,524,109,41,72,43,135,19,209,1,59,308,11,443,91,239,70,173,308,0,91,132,173,185,2,170,10,167,0,93,544,27,7,99,63,146,162,0,119,61
Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Asticcacaulis;,0,13,38,0,15,0,0,0,7,0,0,13,4,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,15,0,19,4,0,6,1,0,0
Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;,3,29,3,9,120,0,22,0,5,0,10,133,22,2,18,26,25,0,0,23,0,0,0,0,0,0,0,0,0,9,0,10,0,53,0,12,15,17,6,33,1,0,0,0,0
Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;,0,0,70,0,67,0,0,0,0,0,0,0,52,0,1,24,0,0,0,0,0,0,0,2,0,0,0,0,0,24,0,0,0,0,0,0,37,0,0,0,0,0,19,0,0
Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;Caulobacter sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,3,15,0,0,0,0,62,0,0
Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;NA;,5,81,1,13,0,0,3,0,0,5,0,0,21,6,26,37,0,5,2,0,0,6,28,8,0,0,14,1,0,194,79,0,4,34,19,0,81,59,0,120,5,24,37,0,0
Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium;,0,0,0,0,0,0,6,0,8,0,0,0,15,0,0,5,0,0,0,0,0,0,0,0,1,0,5,0,0,12,97,0,1,0,10,0,13,0,0,132,0,12,6,0,0
Proteobacteria;Alphaproteobacteria;Holosporales;Candidatus Paracaedibacteraceae;Candidatus Captivus;Candidatus Captivus acidiprotistae,2,0,0,0,0,0,0,0,0,2,2,1,7,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,4,0,0,0,2,0,0,0,3,0,6,4,0,0,0
Proteobacteria;Alphaproteobacteria;Holosporales;Holosporaceae;NA;,0,0,0,0,3,19,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proteobacteria;Alphaproteobacteria;Micropepsales;Micropepsaceae;Rhizomicrobium;,1,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,2,0,0,0,22,0,0,0,3,0,0,0,7,32,0,4,0,0,0
Proteobacteria;Alphaproteobacteria;Micropepsales;Micropepsaceae;Rhizomicrobium;Rhizomicrobium electricum,0,26,0,0,0,0,9,0,0,64,0,0,108,0,0,0,0,0,0,0,0,0,8,0,0,0,247,0,0,0,25,0,0,9,38,0,0,0,0,50,0,0,0,0,0
Proteobacteria;Alphaproteobacteria;Parvularculales;Parvularculaceae;Aquisalinus;Aquisalinus flavus,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0
Proteobacteria;Alphaproteobacteria;Parvularculales;Parvularculaceae;NA;,33,0,0,0,0,3,0,0,0,0,5,0,0,18,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,10,0,0,1,0
Proteobacteria;Alphaproteobacteria;Parvularculales;Parvularculaceae;Parvularcula;,0,0,0,0,0,0,0,0,0,0,0,25,0,15,0,0,0,0,0,0,35,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proteobacteria;Alphaproteobacteria;Parvularculales;Parvularculaceae;Parvularcula;Parvularcula sp. P33,0,0,0,0,0,0,0,10,0,0,13,13,0,31,0,0,0,0,0,0,0,0,0,10,53,19,0,0,0,0,0,0,0,0,6,0,0,0,25,0,9,0,0,5,21
